Accession;Org_location;Geo_Location;Country;USA;Host;Host family;Tissue_Specimen_Source;Collection_Date;Total Monthly Precipitation;Monthly Maximum Temperature;Monthly Minimum Temperature
EF631026;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;23-08-2005;2.19;29.1;17.4
EF631027;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;23-08-2005;2.19;29.1;17.4
EF631102;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;24-08-2005;2.19;29.1;17.4
EF631139;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;24-08-2005;2.19;29.1;17.4
EF631143;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;24-08-2005;2.19;29.1;17.4
EF631144;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;24-08-2005;2.19;29.1;17.4
EF631146;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;24-08-2005;2.19;29.1;17.4
EF631147;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;24-08-2005;2.19;29.1;17.4
EF631161;USA;USA: Illinois, Cook County;USA;IL;Agelaius phoeniceus;Bird;;28-08-2005;2.19;29.1;17.4
OQ721844;USA;USA: Kern, California;USA;CA;;;tissue;29-08-2005;0.84;36.9;16.3
EF631058;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;30-08-2005;2.19;29.1;17.4
EF631059;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;30-08-2005;2.19;29.1;17.4
EF631035;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;01-09-2005;2.6;23.5;13.7
EF631044;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;01-09-2005;2.6;23.5;13.7
OQ721820;USA;USA: Kern, California;USA;CA;;;tissue;01-09-2005;0.75;30.4;10.4
DQ874422;USA;USA: Illinois, Cook;USA;IL;Sciurus carolinensis;Bird;;02-09-2005;2.6;23.5;13.7
EF631087;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;02-09-2005;2.6;23.5;13.7
EF631093;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;02-09-2005;2.6;23.5;13.7
EF631095;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;02-09-2005;2.6;23.5;13.7
EF631105;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;02-09-2005;2.6;23.5;13.7
DQ823142;USA;USA: Albany Co., NY;USA;NY;Corvus brachyrhynchos;Bird;kidney, abdominal cavity;03-09-2005;1.72;24.9;11.8
EF631124;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;06-09-2005;2.6;23.5;13.7
EF631126;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;06-09-2005;2.6;23.5;13.7
EF631148;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;07-09-2005;2.6;23.5;13.7
EF631149;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;07-09-2005;2.6;23.5;13.7
EF631150;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;07-09-2005;2.6;23.5;13.7
EF631031;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;08-09-2005;2.6;23.5;13.7
EF631073;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;13-09-2005;2.6;23.5;13.7
KX547355;USA;USA: Albany Co., NY;USA;NY;Cyanocitta cristata;Bird;;13-09-2005;1.72;24.9;11.8
EF631049;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;14-09-2005;2.6;23.5;13.7
KY782111;USA;USA: Illinois, West Chicago suburbs;USA;IL;Culex;Culicidae;;14-09-2005;2.6;23.5;13.7
EF631106;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;15-09-2005;2.6;23.5;13.7
KY782112;USA;USA: Illinois, West Chicago suburbs;USA;IL;Culex;Culicidae;;15-09-2005;2.6;23.5;13.7
DQ874418;USA;USA: Illinois, Springfield;USA;IL;Corvus brachyrhynchos;Bird;;17-09-2005;2.6;23.5;13.7
DQ874423;USA;USA: Illinois, Cook;USA;IL;Sciurus carolinensis;Bird;;17-09-2005;2.6;23.5;13.7
EF631028;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;21-09-2005;2.6;23.5;13.7
EF631100;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;22-09-2005;2.6;23.5;13.7
EF631145;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;22-09-2005;2.6;23.5;13.7
DQ874419;USA;USA: Illinois, Rockford;USA;IL;Corvus brachyrhynchos;Bird;;27-09-2005;2.6;23.5;13.7
DQ874420;USA;USA: Illinois, Henry;USA;IL;Cyanocitta cristata;Bird;;30-09-2005;2.6;23.5;13.7
EF631127;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;04-10-2005;0.98;18.1;7.2
GU386758;Italy;USA: Illinois, Cook County;USA;IL;Culex restuans;Culicidae;;13-06-2006;3.14;27.2;17.2
OQ721575;USA;USA: Sacramento, California;USA;CA;;;tissue;21-06-2006;0;32.5;15.4
GU386759;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;30-06-2006;3.14;27.2;17.2
GU386760;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;03-07-2006;2.99;23.4;14.1
GU386761;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;03-07-2006;2.99;23.4;14.1
GU386762;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;04-07-2006;2.99;23.4;14.1
OQ721745;USA;USA: Sacramento, California;USA;CA;;;tissue;04-07-2006;0;36;17.8
GU386763;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;10-07-2006;2.99;23.4;14.1
GU386764;Italy;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;11-07-2006;2.99;23.4;14.1
MH507916;USA;USA: Bakersfield,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;11-07-2006;0;38.4;23.7
MH507917;USA;USA: Bakersfield,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;11-07-2006;0;38.4;23.7
MH507918;USA;USA: Bakersfield,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;11-07-2006;0;38.4;23.7
MH507919;USA;USA: Bakersfield,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;11-07-2006;0;38.4;23.7
GU386765;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;12-07-2006;2.99;23.4;14.1
GU386766;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;12-07-2006;2.99;23.4;14.1
GU386767;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;13-07-2006;2.99;23.4;14.1
GU386768;Italy;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;13-07-2006;2.99;23.4;14.1
MH507827;USA;USA: Bakersfield,California;USA;CA;Turdus migratorius;Bird;tissue;13-07-2006;0;38.4;23.7
MH507920;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;14-07-2006;0;38.4;23.7
GU386769;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;17-07-2006;2.99;23.4;14.1
GU386770;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;17-07-2006;2.99;23.4;14.1
GU386771;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;18-07-2006;2.99;23.4;14.1
GU386772;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;18-07-2006;2.99;23.4;14.1
GU386773;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;18-07-2006;2.99;23.4;14.1
GU386774;Italy;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;18-07-2006;2.99;23.4;14.1
GU386775;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;19-07-2006;2.99;23.4;14.1
MH507828;USA;USA: Bakersfield,California;USA;CA;Aphelocoma californica;Bird;tissue;21-07-2006;0;38.4;23.7
MH507921;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;21-07-2006;0;38.4;23.7
MH507922;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;21-07-2006;0;38.4;23.7
MH507923;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;21-07-2006;0;38.4;23.7
MH507924;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;21-07-2006;0;38.4;23.7
MH507925;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;21-07-2006;0;38.4;23.7
MH507926;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;21-07-2006;0;38.4;23.7
GU386776;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;22-07-2006;2.99;23.4;14.1
GU386777;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;22-07-2006;2.99;23.4;14.1
GU386778;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;22-07-2006;2.99;23.4;14.1
GU386779;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;24-07-2006;2.99;23.4;14.1
GU386780;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;24-07-2006;2.99;23.4;14.1
GU386781;Italy;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;25-07-2006;2.99;23.4;14.1
GU386782;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;25-07-2006;2.99;23.4;14.1
GU386783;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;26-07-2006;2.99;23.4;14.1
GU386784;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;26-07-2006;2.99;23.4;14.1
GU386785;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;26-07-2006;2.99;23.4;14.1
GU386786;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;26-07-2006;2.99;23.4;14.1
OQ721348;USA;USA: Sacramento, California;USA;CA;Culex pipiens;Culicidae;pooled insects;26-07-2006;0;36;17.8
GU386787;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;27-07-2006;2.99;23.4;14.1
GU386788;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;27-07-2006;2.99;23.4;14.1
GU386789;Italy;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;27-07-2006;2.99;23.4;14.1
GU386790;Italy;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;27-07-2006;2.99;23.4;14.1
GU386791;Italy;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;27-07-2006;2.99;23.4;14.1
GU386792;Italy;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;27-07-2006;2.99;23.4;14.1
GU386793;Italy;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;28-07-2006;2.99;23.4;14.1
GU386794;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;28-07-2006;2.99;23.4;14.1
GU386795;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;31-07-2006;2.99;23.4;14.1
GU386796;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;31-07-2006;2.99;23.4;14.1
MH507829;USA;USA: Bakersfield,California;USA;CA;Aphelocoma californica;Bird;tissue;31-07-2006;0;38.4;23.7
GU386797;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;01-08-2006;4.34;22.1;13.6
GU386798;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;01-08-2006;4.34;22.1;13.6
MH507830;USA;USA: Bakersfield,California;USA;CA;Aphelocoma californica;Bird;tissue;01-08-2006;0;34.8;19.7
OQ721678;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;01-08-2006;0;32.4;14.2
GU386799;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;02-08-2006;4.34;22.1;13.6
GU386800;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;02-08-2006;4.34;22.1;13.6
MH507831;USA;USA: Bakersfield,California;USA;CA;Aphelocoma californica;Bird;tissue;02-08-2006;0;34.8;19.7
GU386801;Italy;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;03-08-2006;4.34;22.1;13.6
MH507832;USA;USA: Bakersfield,California;USA;CA;Corvus;Bird;tissue;03-08-2006;0;34.8;19.7
GU386802;Italy;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;04-08-2006;4.34;22.1;13.6
GU386803;Italy;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;04-08-2006;4.34;22.1;13.6
MH507927;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;04-08-2006;0;34.8;19.7
MH507928;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;04-08-2006;0;34.8;19.7
MH507929;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;04-08-2006;0;34.8;19.7
MH507930;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;04-08-2006;0;34.8;19.7
GU386804;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;07-08-2006;4.34;22.1;13.6
GU386805;Italy;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;07-08-2006;4.34;22.1;13.6
GU386806;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;07-08-2006;4.34;22.1;13.6
GU386807;Italy;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;09-08-2006;4.34;22.1;13.6
GU386808;Italy;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;09-08-2006;4.34;22.1;13.6
MH507833;USA;USA: Bakersfield,California;USA;CA;Aphelocoma californica;Bird;tissue;09-08-2006;0;34.8;19.7
GU386809;Italy;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;10-08-2006;4.34;22.1;13.6
GU386810;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;10-08-2006;4.34;22.1;13.6
OQ721723;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;10-08-2006;0;32.4;14.2
MH507834;USA;USA: Bakersfield,California;USA;CA;Passer domesticus;Bird;tissue;14-08-2006;0;34.8;19.7
GU386811;Italy;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;15-08-2006;4.34;22.1;13.6
GU386812;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;15-08-2006;4.34;22.1;13.6
GU386813;Italy;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;15-08-2006;4.34;22.1;13.6
GU386814;Italy;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;15-08-2006;4.34;22.1;13.6
MH507835;USA;USA: Bakersfield,California;USA;CA;Aphelocoma californica;Bird;tissue;15-08-2006;0;34.8;19.7
GU386815;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;16-08-2006;4.34;22.1;13.6
GU386816;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;16-08-2006;4.34;22.1;13.6
GU386817;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;17-08-2006;4.34;22.1;13.6
GU386818;Italy;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;17-08-2006;4.34;22.1;13.6
MH507836;USA;USA: Bakersfield,California;USA;CA;Haemorhous mexicanus;Bird;tissue;17-08-2006;0;34.8;19.7
GU386819;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;18-08-2006;4.34;22.1;13.6
GU386820;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;18-08-2006;4.34;22.1;13.6
GU386821;Italy;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;18-08-2006;4.34;22.1;13.6
GU386822;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;22-08-2006;4.34;22.1;13.6
GU386823;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;22-08-2006;4.34;22.1;13.6
GU386824;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;22-08-2006;4.34;22.1;13.6
GU386825;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;23-08-2006;4.34;22.1;13.6
GU386826;Italy;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;23-08-2006;4.34;22.1;13.6
KX547270;USA;USA: Albany Co., NY;USA;NY;Corvus brachyrhynchos;Bird;;23-08-2006;4.9;26;14.8
GU386827;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;24-08-2006;4.34;22.1;13.6
OQ721484;USA;USA: Kern, California;USA;CA;;;tissue;24-08-2006;0;35.8;15.1
GU386828;Italy;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;25-08-2006;4.34;22.1;13.6
GU386829;Italy;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;25-08-2006;4.34;22.1;13.6
GU386830;Italy;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;30-08-2006;4.34;22.1;13.6
MH507837;USA;USA: Bakersfield,California;USA;CA;Aphelocoma californica;Bird;tissue;30-08-2006;0;34.8;19.7
GU386831;Italy;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;01-09-2006;4.35;22.2;12.3
GU386832;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;02-09-2006;4.35;22.2;12.3
GU386833;Italy;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;05-09-2006;4.35;22.2;12.3
GU386834;Italy;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;06-09-2006;4.35;22.2;12.3
GU386835;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;07-09-2006;4.35;22.2;12.3
GU386836;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;07-09-2006;4.35;22.2;12.3
GU386837;Italy;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;08-09-2006;4.35;22.2;12.3
OQ721239;USA;USA: Sacramento, California;USA;CA;;;tissue;13-09-2006;0;30.6;12.5
MH507622;USA;USA: San_Diego,California;USA;CA;Corvidae;Bird;tissue;19-03-2007;0.44;22;7.3
MH507931;USA;USA: Bakersfield,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;05-06-2007;0;33.6;18.5
MH507932;USA;USA: Bakersfield,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;06-06-2007;0;33.6;18.5
MH507838;USA;USA: Bakersfield,California;USA;CA;Aphelocoma californica;Bird;tissue;07-06-2007;0;33.6;18.5
MH507933;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;08-06-2007;0;33.6;18.5
MH507839;USA;USA: Bakersfield,California;USA;CA;Aphelocoma californica;Bird;tissue;13-06-2007;0;33.6;18.5
MH507840;USA;USA: Bakersfield,California;USA;CA;Aphelocoma californica;Bird;tissue;14-06-2007;0;33.6;18.5
MH507934;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;15-06-2007;0;33.6;18.5
MH507841;USA;USA: Bakersfield,California;USA;CA;Aphelocoma californica;Bird;tissue;20-06-2007;0;33.6;18.5
MH507842;USA;USA: Bakersfield,California;USA;CA;Aphelocoma californica;Bird;tissue;22-06-2007;0;33.6;18.5
MH507935;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;22-06-2007;0;33.6;18.5
MH507843;USA;USA: Bakersfield,California;USA;CA;Aphelocoma californica;Bird;tissue;25-06-2007;0;33.6;18.5
MH507844;USA;USA: Bakersfield,California;USA;CA;Aphelocoma californica;Bird;tissue;25-06-2007;0;33.6;18.5
MH507845;USA;USA: Bakersfield,California;USA;CA;Aphelocoma californica;Bird;tissue;29-06-2007;0;33.6;18.5
MH507846;USA;USA: Bakersfield,California;USA;CA;Aphelocoma californica;Bird;tissue;29-06-2007;0;33.6;18.5
GU386838;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;05-07-2007;3.75;13.9;4.9
MH507847;USA;USA: Bakersfield,California;USA;CA;Aphelocoma californica;Bird;tissue;05-07-2007;0;35.9;21.3
OQ721847;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;06-07-2007;0;33.7;15.6
KY782113;USA;USA: Illinois, West Chicago suburbs;USA;IL;;Culicidae;;07-07-2007;3.75;13.9;4.9
MH507848;USA;USA: Bakersfield,California;USA;CA;Aphelocoma californica;Bird;tissue;09-07-2007;0;35.9;21.3
MH507849;USA;USA: Bakersfield,California;USA;CA;Aphelocoma californica;Bird;tissue;09-07-2007;0;35.9;21.3
MH507850;USA;USA: Bakersfield,California;USA;CA;Aphelocoma californica;Bird;tissue;09-07-2007;0;35.9;21.3
GU386839;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;10-07-2007;3.75;13.9;4.9
GU386840;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;10-07-2007;3.75;13.9;4.9
GU386841;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;12-07-2007;3.75;13.9;4.9
MH507851;USA;USA: Bakersfield,California;USA;CA;Aphelocoma californica;Bird;tissue;12-07-2007;0;35.9;21.3
MH507852;USA;USA: Bakersfield,California;USA;CA;Aphelocoma californica;Bird;tissue;13-07-2007;0;35.9;21.3
OQ721406;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;13-07-2007;0;33.7;15.6
GU386842;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;17-07-2007;3.75;13.9;4.9
GU386843;Italy;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;18-07-2007;3.75;13.9;4.9
GU386844;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;19-07-2007;3.75;13.9;4.9
GU386845;Italy;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;24-07-2007;3.75;13.9;4.9
OQ721156;USA;USA: Sacramento, California;USA;CA;Aphelocoma californica;Bird;tissue;24-07-2007;0;33.7;15.6
OQ721227;USA;USA: Sacramento, California;USA;CA;Haemorhous mexicanus;Bird;tissue;24-07-2007;0;33.7;15.6
OQ721393;USA;USA: Sacramento, California;USA;CA;;;tissue;24-07-2007;0;33.7;15.6
OQ721654;USA;USA: Sacramento, California;USA;CA;Aphelocoma californica;Bird;tissue;24-07-2007;0;33.7;15.6
GU386846;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;25-07-2007;3.75;13.9;4.9
GU386847;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;25-07-2007;3.75;13.9;4.9
OQ721177;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;28-07-2007;0;33.7;15.6
GU386848;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;31-07-2007;3.75;13.9;4.9
GU386849;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;31-07-2007;3.75;13.9;4.9
OQ721345;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;31-07-2007;0;33.7;15.6
GU386850;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;01-08-2007;9.42;24.2;15
GU386851;Italy;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;01-08-2007;9.42;24.2;15
GU386852;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;01-08-2007;9.42;24.2;15
OQ721756;USA;USA: Sacramento, California;USA;CA;Culex pipiens;Culicidae;pooled insects;01-08-2007;0;33.8;15.7
GU386853;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;02-08-2007;9.42;24.2;15
GU386854;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;02-08-2007;9.42;24.2;15
GU386855;Italy;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;02-08-2007;9.42;24.2;15
GU386856;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;02-08-2007;9.42;24.2;15
MH507936;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;03-08-2007;0;35.6;21.1
MH507937;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;03-08-2007;0;35.6;21.1
GU386857;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;07-08-2007;9.42;24.2;15
GU386858;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;07-08-2007;9.42;24.2;15
GU386859;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;07-08-2007;9.42;24.2;15
GU386860;Italy;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;08-08-2007;9.42;24.2;15
GU386861;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;08-08-2007;9.42;24.2;15
GU386862;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;08-08-2007;9.42;24.2;15
GU386863;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;08-08-2007;9.42;24.2;15
GU386864;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;09-08-2007;9.42;24.2;15
GU386865;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;09-08-2007;9.42;24.2;15
GU386866;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;09-08-2007;9.42;24.2;15
GU386867;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;09-08-2007;9.42;24.2;15
OQ721535;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;09-08-2007;0;33.8;15.7
GU386868;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;15-08-2007;9.42;24.2;15
GU386869;Italy;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;15-08-2007;9.42;24.2;15
GU386870;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;15-08-2007;9.42;24.2;15
MH507938;USA;USA: Arvin,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;15-08-2007;;;
MH507939;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;15-08-2007;0;35.6;21.1
MH507941;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;15-08-2007;0;35.6;21.1
MH507942;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;15-08-2007;0;35.6;21.1
MH507943;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;15-08-2007;0;35.6;21.1
GU386871;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;16-08-2007;9.42;24.2;15
GU386872;Italy;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;16-08-2007;9.42;24.2;15
MH507944;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;17-08-2007;0;35.6;21.1
GU386873;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;22-08-2007;9.42;24.2;15
GU386874;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;22-08-2007;9.42;24.2;15
GU386875;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;24-08-2007;9.42;24.2;15
GU386876;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;29-08-2007;9.42;24.2;15
GU386877;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;29-08-2007;9.42;24.2;15
